"GEO_ID","NAME","C24010_001E","C24010_001M","C24010_002E","C24010_002M","C24010_003E","C24010_003M","C24010_004E","C24010_004M","C24010_005E","C24010_005M","C24010_006E","C24010_006M","C24010_007E","C24010_007M","C24010_008E","C24010_008M","C24010_009E","C24010_009M","C24010_010E","C24010_010M","C24010_011E","C24010_011M","C24010_012E","C24010_012M","C24010_013E","C24010_013M","C24010_014E","C24010_014M","C24010_015E","C24010_015M","C24010_016E","C24010_016M","C24010_017E","C24010_017M","C24010_018E","C24010_018M","C24010_019E","C24010_019M","C24010_020E","C24010_020M","C24010_021E","C24010_021M","C24010_022E","C24010_022M","C24010_023E","C24010_023M","C24010_024E","C24010_024M","C24010_025E","C24010_025M","C24010_026E","C24010_026M","C24010_027E","C24010_027M","C24010_028E","C24010_028M","C24010_029E","C24010_029M","C24010_030E","C24010_030M","C24010_031E","C24010_031M","C24010_032E","C24010_032M","C24010_033E","C24010_033M","C24010_034E","C24010_034M","C24010_035E","C24010_035M","C24010_036E","C24010_036M","C24010_037E","C24010_037M","C24010_038E","C24010_038M","C24010_039E","C24010_039M","C24010_040E","C24010_040M","C24010_041E","C24010_041M","C24010_042E","C24010_042M","C24010_043E","C24010_043M","C24010_044E","C24010_044M","C24010_045E","C24010_045M","C24010_046E","C24010_046M","C24010_047E","C24010_047M","C24010_048E","C24010_048M","C24010_049E","C24010_049M","C24010_050E","C24010_050M","C24010_051E","C24010_051M","C24010_052E","C24010_052M","C24010_053E","C24010_053M","C24010_054E","C24010_054M","C24010_055E","C24010_055M","C24010_056E","C24010_056M","C24010_057E","C24010_057M","C24010_058E","C24010_058M","C24010_059E","C24010_059M","C24010_060E","C24010_060M","C24010_061E","C24010_061M","C24010_062E","C24010_062M","C24010_063E","C24010_063M","C24010_064E","C24010_064M","C24010_065E","C24010_065M","C24010_066E","C24010_066M","C24010_067E","C24010_067M","C24010_068E","C24010_068M","C24010_069E","C24010_069M","C24010_070E","C24010_070M","C24010_071E","C24010_071M","C24010_072E","C24010_072M","C24010_073E","C24010_073M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations","Estimate!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians","Margin of Error!!Total:!!Male:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians","Estimate!!Total:!!Male:!!Service occupations:","Margin of Error!!Total:!!Male:!!Service occupations:","Estimate!!Total:!!Male:!!Service occupations:!!Healthcare support occupations","Margin of Error!!Total:!!Male:!!Service occupations:!!Healthcare support occupations","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors","Estimate!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors","Margin of Error!!Total:!!Male:!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors","Estimate!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations","Margin of Error!!Total:!!Male:!!Service occupations:!!Food preparation and serving related occupations","Estimate!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations","Margin of Error!!Total:!!Male:!!Service occupations:!!Building and grounds cleaning and maintenance occupations","Estimate!!Total:!!Male:!!Service occupations:!!Personal care and service occupations","Margin of Error!!Total:!!Male:!!Service occupations:!!Personal care and service occupations","Estimate!!Total:!!Male:!!Sales and office occupations:","Margin of Error!!Total:!!Male:!!Sales and office occupations:","Estimate!!Total:!!Male:!!Sales and office occupations:!!Sales and related occupations","Margin of Error!!Total:!!Male:!!Sales and office occupations:!!Sales and related occupations","Estimate!!Total:!!Male:!!Sales and office occupations:!!Office and administrative support occupations","Margin of Error!!Total:!!Male:!!Sales and office occupations:!!Office and administrative support occupations","Estimate!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:","Margin of Error!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:","Estimate!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations","Margin of Error!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations","Estimate!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations","Margin of Error!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations","Estimate!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations","Margin of Error!!Total:!!Male:!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations","Estimate!!Total:!!Male:!!Production, transportation, and material moving occupations:","Margin of Error!!Total:!!Male:!!Production, transportation, and material moving occupations:","Estimate!!Total:!!Male:!!Production, transportation, and material moving occupations:!!Production occupations","Margin of Error!!Total:!!Male:!!Production, transportation, and material moving occupations:!!Production occupations","Estimate!!Total:!!Male:!!Production, transportation, and material moving occupations:!!Transportation occupations","Margin of Error!!Total:!!Male:!!Production, transportation, and material moving occupations:!!Transportation occupations","Estimate!!Total:!!Male:!!Production, transportation, and material moving occupations:!!Material moving occupations","Margin of Error!!Total:!!Male:!!Production, transportation, and material moving occupations:!!Material moving occupations","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations","Estimate!!Total:!!Female:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians","Margin of Error!!Total:!!Female:!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians","Estimate!!Total:!!Female:!!Service occupations:","Margin of Error!!Total:!!Female:!!Service occupations:","Estimate!!Total:!!Female:!!Service occupations:!!Healthcare support occupations","Margin of Error!!Total:!!Female:!!Service occupations:!!Healthcare support occupations","Estimate!!Total:!!Female:!!Service occupations:!!Protective service occupations:","Margin of Error!!Total:!!Female:!!Service occupations:!!Protective service occupations:","Estimate!!Total:!!Female:!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors","Margin of Error!!Total:!!Female:!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors","Estimate!!Total:!!Female:!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors","Margin of Error!!Total:!!Female:!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors","Estimate!!Total:!!Female:!!Service occupations:!!Food preparation and serving related occupations","Margin of Error!!Total:!!Female:!!Service occupations:!!Food preparation and serving related occupations","Estimate!!Total:!!Female:!!Service occupations:!!Building and grounds cleaning and maintenance occupations","Margin of Error!!Total:!!Female:!!Service occupations:!!Building and grounds cleaning and maintenance occupations","Estimate!!Total:!!Female:!!Service occupations:!!Personal care and service occupations","Margin of Error!!Total:!!Female:!!Service occupations:!!Personal care and service occupations","Estimate!!Total:!!Female:!!Sales and office occupations:","Margin of Error!!Total:!!Female:!!Sales and office occupations:","Estimate!!Total:!!Female:!!Sales and office occupations:!!Sales and related occupations","Margin of Error!!Total:!!Female:!!Sales and office occupations:!!Sales and related occupations","Estimate!!Total:!!Female:!!Sales and office occupations:!!Office and administrative support occupations","Margin of Error!!Total:!!Female:!!Sales and office occupations:!!Office and administrative support occupations","Estimate!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:","Margin of Error!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:","Estimate!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations","Margin of Error!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations","Estimate!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations","Margin of Error!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations","Estimate!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations","Margin of Error!!Total:!!Female:!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations","Estimate!!Total:!!Female:!!Production, transportation, and material moving occupations:","Margin of Error!!Total:!!Female:!!Production, transportation, and material moving occupations:","Estimate!!Total:!!Female:!!Production, transportation, and material moving occupations:!!Production occupations","Margin of Error!!Total:!!Female:!!Production, transportation, and material moving occupations:!!Production occupations","Estimate!!Total:!!Female:!!Production, transportation, and material moving occupations:!!Transportation occupations","Margin of Error!!Total:!!Female:!!Production, transportation, and material moving occupations:!!Transportation occupations","Estimate!!Total:!!Female:!!Production, transportation, and material moving occupations:!!Material moving occupations","Margin of Error!!Total:!!Female:!!Production, transportation, and material moving occupations:!!Material moving occupations",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","308405","3082","158708","2211","45004","1806","22688","1413","17178","1307","5510","651","8835","785","3143","505","4672","592","1020","249","9301","975","1797","421","1417","305","3576","510","2511","499","4180","626","3306","554","874","272","22361","1592","618","252","5497","635","2540","488","2957","554","6943","885","7483","946","1820","566","22313","1245","16629","1171","5684","665","29917","1395","1054","388","16853","1189","12010","964","39113","1748","17099","1260","12102","1088","9912","1038","149697","2283","60358","2021","19286","1332","12737","1160","6549","730","3489","465","1755","359","881","236","853","237","20719","1314","2990","485","1464","346","14084","1094","2181","420","16864","1141","11427","935","5437","731","32659","1718","7535","762","1551","327","831","226","720","222","11090","1022","5763","739","6720","914","46113","1744","19107","1452","27006","1275","1730","456","241","147","1019","331","470","220","8837","918","3960","619","2195","435","2682","418",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","286623","3299","146881","2355","41017","1581","19076","1013","14904","823","4172","499","9247","896","4212","616","3801","577","1234","281","8911","712","2310","371","1024","250","4288","522","1289","166","3783","385","2648","337","1135","243","21255","1230","983","365","5153","656","2580","454","2573","422","6125","681","7443","610","1551","352","19713","1140","13165","842","6548","759","27450","1008","1997","313","12849","705","12604","763","37446","1470","16038","909","11668","858","9740","793","139742","1802","54624","1542","16848","1091","10680","864","6168","545","3341","517","1857","384","663","288","821","200","19351","1104","3504","381","1259","256","13151","1054","1437","258","15084","949","8456","721","6628","647","26561","1107","7230","659","1624","344","733","210","891","291","8352","630","3740","420","5615","594","43169","1556","16251","1006","26918","1251","1415","312","398","159","421","196","596","208","13973","875","8522","697","2498","413","2953","415",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","310157","3327","161800","2116","47484","1631","23191","1261","17420","1092","5771","658","8995","830","3670","559","4269","589","1056","260","10178","744","2288","376","937","276","5483","516","1470","344","5120","629","3311","447","1809","474","21469","1352","853","259","5658","624","2767","432","2891","457","6868","769","6411","678","1679","341","20404","1239","13744","1084","6660","695","28908","1505","972","234","14877","1146","13059","1027","43535","1848","22571","1353","10451","940","10513","904","148357","2311","61497","1928","18361","1222","10866","1002","7495","766","3954","644","2082","510","938","273","934","360","23057","1362","3657","529","1262","248","16099","1133","2039","396","16125","967","9599","833","6526","737","28423","1721","7617","946","1217","314","813","219","404","179","9671","822","3987","619","5931","636","42122","1534","15320","923","26802","1369","972","277","142","75","464","208","366","141","15343","1105","9362","724","2032","432","3949","671",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","296948","3455","163398","1870","40592","1641","20299","1156","16377","1051","3922","412","7958","709","3052","445","4134","509","772","205","7907","663","2087","360","688","192","3713","463","1419","358","4428","624","3153","486","1275","288","19508","1272","1028","284","4675","647","2595","398","2080","440","4937","589","7462","724","1406","528","18025","1225","12939","1136","5086","547","33021","1396","1311","252","18671","1165","13039","974","52252","1680","28900","1467","11848","750","11504","956","133550","2420","50765","1728","13889","997","8593","746","5296","717","1834","337","623","208","623","179","588","187","18254","947","2351","452","1144","238","13004","808","1755","370","16788","1131","10595","810","6193","688","26564","1540","7229","687","778","215","374","160","404","167","8965","884","4689","642","4903","551","40217","1537","15828","1138","24389","1328","1452","304","315","136","613","227","524","164","14552","948","8967","784","1458","297","4127","453",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","349105","3396","189691","2152","76854","2370","28769","1559","20757","1231","8012","828","31077","1398","12954","1139","16111","1004","2012","396","11792","1024","2231","375","940","231","6109","752","2512","447","5216","604","3437","543","1779","399","22798","1469","950","296","5828","750","3130","483","2698","582","7695","837","6905","794","1420","306","23759","1335","15708","994","8051","821","27743","1750","821","227","15467","1226","11455","980","38537","1511","20166","1296","9736","1024","8635","838","159414","2431","70615","2092","23235","1395","12635","1243","10600","900","8472","658","4736","544","2952","445","784","234","21707","1350","3142","530","1114","256","14797","1076","2654","426","17201","1231","11637","1065","5564","617","28457","1395","7289","820","1953","419","1220","355","733","284","9563","829","4187","565","5465","679","45168","1777","18067","1145","27101","1464","1014","221","184","112","463","163","367","117","14160","1061","9280","866","1472","302","3408","550",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","348492","3398","183038","2209","70400","1889","35195","1512","24159","1279","11036","771","14641","1049","7553","619","5916","709","1172","224","13634","1068","2353","371","3161","430","5473","604","2647","375","6930","631","5450","605","1480","290","20941","1193","698","216","6491","776","3285","642","3206","607","6851","755","5416","595","1485","370","29327","1596","21283","1422","8044","840","29659","1574","648","306","16117","1221","12894","965","32711","1446","13793","940","10080","1119","8838","897","165454","2469","82719","2227","29580","1585","16086","1264","13494","1089","5691","779","3179","646","1065","241","1447","328","25987","1288","4114","538","2718","390","15853","995","3302","545","21461","1345","15333","1192","6128","592","24600","1486","6352","706","1158","323","649","222","509","237","8387","959","2653","388","6050","629","48545","1836","18582","1118","29963","1654","1057","307","214","107","456","183","387","181","8533","832","4344","574","1820","357","2369","466",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","273867","4102","132366","2815","32079","1597","12960","1043","9614","893","3346","558","6840","799","2607","476","3060","498","1173","409","8724","892","1546","296","796","174","4556","768","1826","353","3555","567","2392","468","1163","309","20862","1284","1287","420","4249","483","2874","409","1375","280","7191","778","6690","753","1445","310","17038","1067","10029","746","7009","754","22466","1453","1162","330","13552","1250","7752","730","39921","2250","16550","1542","10506","869","12865","1038","141501","2688","51084","1992","16106","1259","9679","863","6427","711","2930","452","1365","287","563","175","1002","328","18636","1015","3578","486","815","245","12356","865","1887","320","13412","1086","7808","701","5604","790","32298","1344","9439","820","2459","457","1483","345","976","303","9896","995","5335","631","5169","639","42075","1660","16225","936","25850","1544","1112","238","164","75","554","172","394","160","14932","1206","8322","840","1963","443","4647","671",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","338664","2500","180009","1837","59274","1569","25614","1171","19886","1120","5728","608","14803","885","5133","551","6324","616","3346","490","13073","776","2662","361","1317","246","6557","656","2537","418","5784","592","3830","447","1954","397","28263","1368","1894","328","7500","681","3775","449","3725","455","8135","822","7667","712","3067","478","23655","1097","12635","948","11020","813","36236","1619","2826","326","19513","1011","13897","1072","32581","988","9903","702","13150","909","9528","838","158655","1591","71120","1455","24571","1087","15677","886","8894","718","6122","602","1634","329","1384","281","3104","470","26074","1030","5272","571","1776","244","15903","872","3123","400","14353","848","10882","736","3471","413","32432","1197","9403","756","2068","352","1361","271","707","180","9201","808","4670","513","7090","596","44482","1478","13711","860","30771","1495","2141","359","789","212","910","207","442","241","8480","680","3341","443","2622","416","2517","305",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","291889","3352","153904","2211","47536","1547","19737","1225","14408","949","5329","752","12147","868","4859","530","5205","573","2083","413","9978","831","1795","369","737","187","5330","620","2116","421","5674","612","3293","424","2381","460","29854","1440","1897","365","8224","513","3760","422","4464","479","9061","878","8434","1006","2238","373","21348","1197","13775","1012","7573","579","29393","1291","2328","445","16705","1006","10360","1020","25773","1064","9519","648","9260","730","6994","744","137985","2343","56373","1512","19318","986","12149","792","7169","650","4327","581","1695","311","940","358","1692","330","20721","1297","3310","494","1043","262","14535","1149","1833","301","12007","834","7693","713","4314","553","30798","1433","8318","797","2540","486","1477","394","1063","300","9212","778","5151","609","5577","734","41984","1617","14892","995","27092","1398","1761","358","663","249","727","184","371","129","7069","771","2537","491","2579","402","1953","406",
