Variable,Estimate,Est.Error,Q2.5,Q97.5
employ_industry_pl_raw3,1.6224608362584287,2.1114329656510957,-2.5085029527877496,5.973963257713112
committee_pl_raw3,0.8326874982197869,1.2579744085762392,-1.6828997185450163,3.2359070452835152
employ_industry_pl_raw1,-0.5225983997065992,1.3299899093569392,-3.0448841620364466,2.134313200105243
employ_industry_ne_raw0,0.43799868662042685,1.329638499046196,-2.225592113731188,2.9666214710304386
employ_industry_pl_raw2,-0.39903114019290703,1.3337460050642316,-2.7403033831122023,2.231498029758065
committee_ne_raw0,0.3469804933534177,1.2580858995557178,-2.1114842040792565,2.898151661256348
committee_pl_raw1,-0.26684672533661324,1.2628189309324025,-2.815787981738498,2.1499051822915507
party_score_pl_raw,0.21221200355147896,0.09158726898118949,0.024523585810167635,0.39446219194223747
committee_pl_raw2,-0.17664513931739564,1.2577090665511597,-2.6840619876270497,2.2047905320104566
party_value_pl_raw1,0.1453448949817579,1.7622845891310563,-3.3512893579222673,3.712154663175906
payroll_industry_pl_raw1,-0.07444713620857653,1.229919595528663,-2.5502656436494537,2.232286315440605
party_value_ne_raw1,-0.05567650209832096,1.7630724213513016,-3.5679180413825136,3.5213155895399115
payroll_industry_pl_raw3,-0.05340409657376277,1.5461818128250093,-2.993992377059805,3.056971435663209
ethnicity_pl_raw1,0.048333747882722204,1.2665185879157368,-2.2684664512587434,2.6699512181221157
payroll_industry_pl_raw2,0.04491125313672149,1.2343294014812933,-2.4843720456243714,2.4326413965506397
party_score_ne_raw,0.04277200753996524,0.02667415123126439,-0.008116763471305055,0.09824508332545984
ethnicity_pl_raw3,-0.03873963721083919,1.2666544085987461,-2.3887088373868623,2.595521939063123
ethnicity_ne_raw0,0.0351026864997342,1.2699408970891797,-2.5957206733021967,2.3731083694403807
payroll_industry_ne_raw0,0.03181445440201146,1.227357753342818,-2.2834619553790505,2.4687875628447022
ethnicity_pl_raw2,0.018271232195986503,1.267642575383127,-2.2829613251421113,2.679129549438976
